0,1,0.5,397.376
0.1,1.00031,0.500155,393.963
0.2,1.00025,0.500124,400.967
0.3,1.00002,0.500009,395.434
0.4,1.00037,0.500187,395.497
0.5,1.00015,0.500075,400.949
0.6,1.00008,0.50004,393.922
0.7,1.00039,0.500197,397.446
0.8,1.00006,0.500031,399.972
0.9,1.00017,0.500086,393.221
1,1.00036,0.500182,399.318
1.1,1.00001,0.500005,398.281
1.2,1.00027,0.500135,393.509
1.3,1.00029,0.500146,400.642
1.4,1,0.500002,396.303
1.5,1.00035,0.500175,394.713
1.6,1.0002,0.500098,401.083
1.7,1.00005,0.500023,394.536
1.8,1.00039,0.500196,396.528
1.9,1.0001,0.50005,400.53
2,1.00013,0.500064,393.426
2.1,1.00038,0.500192,398.499
2.2,1.00003,0.500014,399.123
2.3,1.00023,0.500113,393.253
2.4,1.00033,0.500164,400.127
2.5,1,0.5,397.217
2.6,1.00032,0.500159,394.06
2.7,1.00024,0.50012,401.002
2.8,1.00002,0.500011,395.292
2.9,1.00038,0.500189,395.643
3,1.00014,0.500071,400.905
3.1,1.00009,0.500043,393.832
3.2,1.00039,0.500197,397.605
3.3,1.00006,0.500029,399.858
3.4,1.00018,0.50009,393.207
3.5,1.00036,0.50018,399.449
3.6,1.00001,0.500004,398.127
3.7,1.00028,0.500139,393.574
3.8,1.00028,0.500142,400.712
3.9,1.00001,0.500003,396.148
4,1.00035,0.500177,394.84
4.1,1.00019,0.500094,401.075
4.2,1.00005,0.500026,394.418
4.3,1.00039,0.500196,396.686
4.4,1.00009,0.500046,400.446
4.5,1.00013,0.500067,393.376
4.6,1.00038,0.50019,398.647
4.7,1.00002,0.500012,398.984
4.8,1.00023,0.500117,393.282
4.9,1.00032,0.500161,400.228
5,1,0.5,397.058
5.1,1.00032,0.500162,394.161
5.2,1.00023,0.500117,401.032
5.3,1.00002,0.500012,395.152
5.4,1.00038,0.500191,395.792
5.5,1.00013,0.500067,400.854
5.6,1.00009,0.500047,393.748
5.7,1.00039,0.500196,397.763
5.8,1.00005,0.500026,399.741
5.9,1.00019,0.500094,393.2
6,1.00035,0.500177,399.577
6.1,1.00001,0.500003,397.972
6.2,1.00028,0.500142,393.645
6.3,1.00028,0.500139,400.777
6.4,1.00001,0.500004,395.994
6.5,1.00036,0.50018,394.971
6.6,1.00018,0.50009,401.061
6.7,1.00006,0.500029,394.305
6.8,1.00039,0.500197,396.845
6.9,1.00009,0.500043,400.356
7,1.00014,0.500071,393.332
7.1,1.00038,0.500189,398.793
7.2,1.00002,0.50001,398.842
7.3,1.00024,0.500121,393.318
7.4,1.00032,0.500158,400.325
7.5,1,0.5,396.899
7.6,1.00033,0.500165,394.268
7.7,1.00023,0.500113,401.054
7.8,1.00003,0.500015,395.016
7.9,1.00038,0.500192,395.943
8,1.00013,0.500063,400.797
8.1,1.0001,0.50005,393.67
8.2,1.00039,0.500196,397.919
8.3,1.00005,0.500023,399.619
8.4,1.0002,0.500098,393.199
8.5,1.00035,0.500175,399.7
8.6,1,0.500002,397.816
8.7,1.00029,0.500146,393.721
8.8,1.00027,0.500135,400.836
8.9,1.00001,0.500005,395.843
9,1.00036,0.500182,395.106
9.1,1.00017,0.500086,401.04
9.2,1.00006,0.500032,394.197
9.3,1.00039,0.500197,397.004
9.4,1.00008,0.50004,400.262
9.5,1.00015,0.500075,393.294
9.6,1.00037,0.500187,398.936
9.7,1.00002,0.500009,398.697
9.8,1.00025,0.500125,393.36
9.9,1.00031,0.500155,400.416
