0,1,0.5,4.9344
0.1,1,0.477565,4.93485
0.2,1,0.451571,4.93499
0.3,1,0.469685,4.9345
0.4,1,0.498645,4.93399
0.5,1,0.485323,4.93385
0.6,1,0.454144,4.9341
0.7,1,0.46243,4.93472
0.8,1,0.494898,4.93499
0.9,1,0.491914,4.93472
1,1,0.459007,4.93426
1.1,1,0.456539,4.93381
1.2,1,0.489141,4.93393
1.3,1,0.496904,4.93449
1.4,1,0.465523,4.93487
1.5,1,0.452692,4.93494
1.6,1,0.481871,4.93449
1.7,1,0.499587,4.93392
1.8,1,0.473312,4.93387
1.9,1,0.451204,4.93417
2,1,0.473954,4.93471
2.1,1,0.499673,4.93503
2.2,1,0.481203,4.93468
2.3,1,0.452522,4.93418
2.4,1,0.466182,4.93384
2.5,1,0.497204,4.93393
2.6,1,0.488532,4.93453
2.7,1,0.456084,4.93493
2.8,1,0.459552,4.93487
2.9,1,0.492461,4.93447
3,1,0.494471,4.93389
3.1,1,0.461844,4.93384
3.2,1,0.454418,4.93427
3.3,1,0.485951,4.93473
3.4,1,0.498461,4.93501
3.5,1,0.469039,4.93468
3.6,1,0.451708,4.93409
3.7,1,0.478194,4.93386
3.8,1,0.499956,4.93398
3.9,1,0.476986,4.93454
4,1,0.4515,4.93499
4.1,1,0.470325,4.93483
4.2,1,0.498809,4.9344
4.3,1,0.484699,4.93391
4.4,1,0.453869,4.93382
4.5,1,0.462958,4.93433
4.6,1,0.495319,4.93479
4.7,1,0.491468,4.93496
4.8,1,0.458507,4.93468
4.9,1,0.456908,4.93404
5,1,0.489636,4.93382
5.1,1,0.496641,4.93406
5.2,1,0.465013,4.93455
5.3,1,0.452874,4.93501
5.4,1,0.482436,4.93483
5.5,1,0.499439,4.93431
5.6,1,0.472715,4.93392
5.7,1,0.451279,4.93384
5.8,1,0.474572,4.93434
5.9,1,0.49974,4.93487
6,1,0.480558,4.93492
6.1,1,0.452321,4.93462
6.2,1,0.466799,4.93404
6.3,1,0.497511,4.93378
