0,1.00002,0.62142,8.21477
0.1,0.999998,0.589089,8.62573
0.2,0.999975,0.380426,8.76824
0.3,0.999971,0.395097,9.06835
0.4,0.99997,0.607396,9.12771
0.5,0.999982,0.615254,9.24622
0.6,1.00001,0.416959,9.17382
0.7,1.00002,0.367941,9.10363
0.8,1,0.563641,8.88175
0.9,0.999995,0.642709,8.65226
1,0.999975,0.451835,8.35181
1.1,0.999963,0.362457,8.01262
1.2,0.999978,0.522355,7.70288
1.3,0.999991,0.629612,7.33397
1.4,1,0.507038,7.04891
1.5,1.00001,0.37762,6.71808
1.6,1.00001,0.470413,6.50997
1.7,0.999993,0.604119,6.27977
1.8,0.999986,0.554657,6.20207
1.9,0.999973,0.420132,6.13636
2,0.99997,0.415242,6.21335
2.1,0.999983,0.560727,6.3134
2.2,0.999991,0.606763,6.53599
2.3,1,0.461021,6.75112
2.4,1.00002,0.377765,7.07627
2.5,1.00001,0.510998,7.36266
2.6,0.999991,0.6399,7.74714
2.7,0.99998,0.510285,8.03921
2.8,0.999964,0.350805,8.44515
2.9,0.999971,0.473203,8.64711
3,0.999995,0.642841,8.99304
3.1,1.00001,0.552302,9.0451
3.2,1.00001,0.364087,9.25167
3.3,1.00001,0.421683,9.13107
3.4,0.999985,0.632084,9.20655
3.5,0.999969,0.591021,8.91061
3.6,0.999971,0.383901,8.88756
3.7,0.999976,0.399006,8.45785
3.8,0.999994,0.590515,8.33959
3.9,1.00001,0.615422,7.8313
4,1.00001,0.430364,7.66021
4.1,1,0.379653,7.1321
4.2,0.999991,0.546685,6.98793
4.3,0.999973,0.613772,6.5338
4.4,0.999969,0.487417,6.48054
4.5,0.99998,0.390587,6.1709
4.6,0.999986,0.478608,6.25018
4.7,1,0.604408,6.09343
4.8,1.00001,0.549942,6.31703
4.9,1.00001,0.409637,6.30712
5,1,0.417965,6.67124
5.1,0.999989,0.57702,6.78112
5.2,0.999969,0.611684,7.27506
5.3,0.99997,0.432142,7.43164
5.4,0.99998,0.372543,7.98802
5.5,0.99999,0.549259,8.11489
5.6,1.00001,0.639048,8.62995
5.7,1.00002,0.476208,8.66805
5.8,1,0.34644,9.09497
5.9,0.999986,0.506118,8.99548
6,0.999972,0.656922,9.31708
6.1,0.999963,0.510697,9.06639
6.2,0.999982,0.352984,9.23361
6.3,1,0.462574,8.83997
6.4,1.00001,0.639596,8.84379
6.5,1.00001,0.56044,8.32345
6.6,1,0.368179,8.22554
6.7,0.999977,0.429029,7.6519
6.8,0.99997,0.609433,7.51913
6.9,0.999974,0.582584,6.99092
7,0.999979,0.420113,6.88517
7.1,0.999998,0.402464,6.45289
7.2,1.00001,0.553387,6.43202
7.3,1.00001,0.60382,6.12908
7.4,1.00001,0.478416,6.23708
7.5,0.999993,0.393768,6.09336
7.6,0.999976,0.484089,6.36959
7.7,0.999974,0.613072,6.37033
7.8,0.999973,0.545698,6.80426
7.9,0.99998,0.386352,6.90229
8,1,0.429444,7.41867
8.1,1.00001,0.603805,7.55676
8.2,1.00001,0.5995,8.09344
8.3,1,0.403697,8.2088
8.4,0.999982,0.378435,8.7201
8.5,0.999963,0.588119,8.76459
8.6,0.999972,0.629965,9.1628
8.7,0.999985,0.433957,9.09659
8.8,0.999999,0.360454,9.31007
8.9,1.00002,0.540041,9.09073
9,1.00001,0.652002,9.12821
9.1,0.999989,0.476573,8.77038
9.2,0.999979,0.349198,8.66521
9.3,0.999969,0.50489,8.24371
9.4,0.999969,0.638102,8.03474
9.5,0.999992,0.522278,7.59969
9.6,1.00001,0.372628,7.35149
9.7,1.00001,0.455561,6.94394
9.8,1.00001,0.611664,6.72584
9.9,0.999997,0.560359,6.41599
