0,1,0.5,4.9344
0.1,1,0.511761,4.93489
0.2,1,0.525561,4.93497
0.3,1,0.516257,4.9345
0.4,1,0.500816,4.93397
0.5,1,0.507378,4.93382
0.6,1,0.523976,4.93416
0.7,1,0.520336,4.93474
0.8,1,0.503112,4.935
0.9,1,0.503718,4.93471
1,1,0.521041,4.93417
1.1,1,0.523498,4.9338
1.2,1,0.506588,4.93397
1.3,1,0.50115,4.93454
1.4,1,0.517115,4.93495
1.5,1,0.52537,4.9349
1.6,1,0.510876,4.93439
1.7,1,0.500034,4.93388
1.8,1,0.512607,4.93386
1.9,1,0.525689,4.93429
2,1,0.515423,4.93483
2.1,1,0.500547,4.935
2.2,1,0.508167,4.9346
2.3,1,0.524372,4.93405
2.4,1,0.519632,4.9338
2.5,1,0.50258,4.93407
2.6,1,0.504329,4.93466
2.7,1,0.52169,4.93499
2.8,1,0.522986,4.9348
2.9,1,0.505863,4.93427
3,1,0.501528,4.93382
3.1,1,0.517902,4.93391
3.2,1,0.525146,4.93443
3.3,1,0.510032,4.9349
3.4,1,0.500119,4.93495
3.5,1,0.513467,4.93449
3.6,1,0.525744,4.93394
3.7,1,0.51459,4.93382
3.8,1,0.50033,4.93419
3.9,1,0.508966,4.93476
4,1,0.524738,4.93501
4.1,1,0.518883,4.93469
4.2,1,0.502097,4.93414
4.3,1,0.504985,4.9338
4.4,1,0.522286,4.93399
4.5,1,0.522445,4.93456
4.6,1,0.505157,4.93496
4.7,1,0.501955,4.93487
4.8,1,0.51868,4.93437
4.9,1,0.524852,4.93386
